Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
004920,KR7004920005,씨아이테크,KOSPI,,913,1,7,0.77,903,920,880,199843,180116035,47640223136,52179872,STK
480370,KR7480370006,씨케이솔루션,KOSPI,,1460,1,40,2.82,1425,1466,1423,51272,74075132,47422855680,32481408,STK
041650,KR7041650003,상신브레이크,KOSPI,,2205,1,5,0.23,2200,2230,2190,7661,16952380,47344547250,21471450,STK
009320,KR7009320003,아진전자부품,KOSPI,,949,1,2,0.21,950,958,945,11676,11086182,46785481730,49299770,STK
007110,KR7007110000,일신석재,KOSPI,,603,0,0,0.0,0,0,0,0,0,46706335830,77456610,STK
002920,KR7002920007,유성기업,KOSPI,,1800,1,14,0.78,1787,1823,1776,57122,102848568,46705500000,25947500,STK
014910,KR7014910004,성문전자,KOSPI,,2135,2,-125,-5.53,2330,2370,2100,660561,1433043705,46665243695,21857257,STK
004060,KR7004060000,SG세계물산,KOSPI,,2295,1,15,0.66,2280,2300,2255,25999,59093757,46456528320,20242496,STK
069460,KR7069460004,대호에이엘,KOSPI,,2660,0,0,0.0,0,0,0,0,0,46322277400,17414390,STK
000910,KR7000910000,유니온,KOSPI,,2945,1,10,0.34,2950,3000,2940,12005,35553760,45976217955,15611619,STK
023350,KR7023350002,한국종합기술,KOSPI,,4185,3,0,0.0,4150,4245,4090,43085,180221046,45825750000,10950000,STK
008420,KR7008420002,문배철강,KOSPI,,2235,1,5,0.22,2240,2260,2210,154309,344554450,45825333675,20503505,STK
004540,KR7004540001,깨끗한나라,KOSPI,,1225,1,29,2.42,1214,1248,1203,46002,56413685,45619848925,37240693,STK
004910,KR7004910006,조광페인트,KOSPI,,3540,3,0,0.0,3540,3690,3540,2123,7590005,45312000000,12800000,STK
005030,KR7005030002,부산주공,KOSPI,,486,0,0,0.0,0,0,0,0,0,45092532168,92782988,STK
084870,KR7084870005,TBH글로벌,KOSPI,,2200,2,-30,-1.35,2250,2250,2115,11775,25338080,45008163200,20458256,STK
011330,KR7011330008,유니켐,KOSPI,,4480,2,-30,-0.67,4510,4580,4430,54066,241568965,44884147840,10018783,STK
003080,KR7003080009,SB성보,KOSPI,,2240,1,15,0.67,2215,2240,2215,8400,18673845,44844800000,20020000,STK
074610,KR7074610007,이엔플러스,KOSPI,,5110,0,0,0.0,0,0,0,0,0,44815400070,8770137,STK
026940,KR7026940007,부국철강,KOSPI,,2215,2,-75,-3.28,2280,2300,2205,655507,1465742205,44300000000,20000000,STK
092780,KR7092780006,DYP,KOSPI,,3295,1,120,3.78,3240,3545,3175,35436,116946489,43390075700,13168460,STK
481850,KR7481850006,신한글로벌액티브리츠,KOSPI,,980,1,2,0.2,987,987,975,9463,9264060,42608110720,43477664,STK
017180,KR7017180001,명문제약,KOSPI,,1244,2,-6,-0.48,1287,1330,1201,91908,114185500,42238096776,33953454,STK
446070,KR7446070005,유니드비티플러스,KOSPI,,3940,2,-15,-0.38,4000,4020,3905,57270,227760000,41808187100,10611215,STK
019490,KR7019490002,엑시큐어하이트론,KOSPI,,541,0,0,0.0,0,0,0,0,0,41349858070,76432270,STK
011420,KR7011420007,갤럭시아에스엠,KOSPI,,1499,1,60,4.17,1462,1568,1462,111115,169169129,41296916356,27549644,STK
005320,KR7005320007,온타이드,KOSPI,,1205,1,47,4.06,1158,1225,1149,485518,580108159,41196353225,34187845,STK
008870,KR7008870008,금비,KOSPI,,40700,1,300,0.74,39100,40700,39100,829,33096600,40700000000,1000000,STK
011300,KR7011300001,우성머티리얼스,KOSPI,,2360,2,-40,-1.67,2565,2565,2330,49531,117870765,40683815800,17238905,STK
017040,KR7017040007,광명전기,KOSPI,,932,0,0,0.0,0,0,0,0,0,40390657180,43337615,STK
012280,KR7012280004,영화금속,KOSPI,,4015,1,10,0.25,4100,4100,3955,11603,46328435,39768177515,9904901,STK
134790,KR7134790005,시디즈,KOSPI,,19750,2,-120,-0.6,19760,19960,19340,1082,21470760,39500000000,2000000,STK
023960,KR7023960008,에쓰씨엔지니어링,KOSPI,,1029,2,-31,-2.92,1045,1104,1014,89506,92321667,39139016217,38035973,STK
000890,KR7000890004,보해양조,KOSPI,,1406,2,-35,-2.43,1439,1444,1390,968844,1368456211,38839379150,27624025,STK
006370,KR7006370001,대구백화점,KOSPI,,3580,2,-135,-3.63,3715,3715,3545,49677,178686053,38741367380,10821611,STK
047400,KR7047400007,유니온머티리얼,KOSPI,,916,1,4,0.44,913,933,898,30799,28081145,38472000000,42000000,STK
000760,KR7000760009,이화산업,KOSPI,,13600,2,-60,-0.44,13660,13670,13460,838,11438750,38080000000,2800000,STK
049800,KR7049800006,우진플라임,KOSPI,,1900,1,47,2.54,1866,1901,1853,15531,29298954,38000000000,20000000,STK
145270,KR7145270005,케이탑리츠,KOSPI,,789,1,5,0.64,790,790,776,7369,5749969,37919950686,48060774,STK
133820,KR7133820001,화인베스틸,KOSPI,,1012,1,4,0.4,1008,1037,992,24450,24547566,37559876024,37114502,STK
002870,KR7002870004,신풍,KOSPI,,1058,1,17,1.63,1065,1085,1030,159459,168761499,36986304600,34958700,STK
012160,KR7012160008,영흥,KOSPI,,2350,2,-10,-0.42,2330,2415,2305,18176,42393294,36708652050,15620703,STK
010640,KR7010640001,진양폴리,KOSPI,,2120,2,-55,-2.53,2190,2190,2080,93183,198250655,35404000000,16700000,STK
002880,KR7002880003,디와이에이,KOSPI,,753,0,0,0.0,0,0,0,0,0,35220818235,46773995,STK
005820,KR7005820006,원림,KOSPI,,15210,1,120,0.8,15080,15680,15000,4949,75074110,34952123700,2297970,STK
009140,KR7009140005,경인전자,KOSPI,,22100,2,-250,-1.12,22400,22550,21100,3084,67625825,34714613700,1570797,STK
013000,KR7013000005,세우글로벌,KOSPI,,1209,1,11,0.92,1196,1219,1189,8224,9881305,34704382479,28705031,STK
010400,KR7010400000,우진아이엔에스,KOSPI,,4490,2,-40,-0.88,4545,4580,4380,12933,57912280,34222780000,7622000,STK
008250,KR7008250003,이건산업,KOSPI,,3120,1,80,2.63,3030,3200,3030,83905,262053123,34172221200,10952635,STK
143210,KR7143210003,핸즈코퍼레이션,KOSPI,,1199,0,0,0.0,0,0,0,0,0,33571739817,27999783,STK
009460,KR7009460007,한창제지,KOSPI,,2740,2,-10,-0.36,2750,2775,2695,7289,19952075,32697781780,11933497,STK
090370,KR7090370008,메타랩스,KOSPI,,1191,2,-8,-0.67,1202,1320,1175,218251,266163941,32519884599,27304689,STK
001070,KR7001070002,대한방직,KOSPI,,6050,1,80,1.34,5850,6170,5850,2167,12915680,32065000000,5300000,STK
007120,KR7007120009,미래아이앤지,KOSPI,,1169,1,13,1.12,1208,1208,1149,28593,33308482,31940720266,27323114,STK
006740,KR7006740005,블루산업개발,KOSPI,,5220,2,-10,-0.19,5230,5280,5130,5896,30610540,31064005980,5950959,STK
033250,KR7033250002,체시스,KOSPI,,4825,1,120,2.55,4840,4945,4500,111983,536666315,30880000000,6400000,STK
025750,KR7025750001,한솔홈데코,KOSPI,,1914,1,5,0.26,1907,1930,1895,15880,30363519,30840337506,16113029,STK
069640,KR7069640001,한세엠케이,KOSPI,,1408,2,-8,-0.56,1416,1442,1345,21874,30496455,30603557248,21735481,STK
308170,KR7308170000,씨티알모빌리티,KOSPI,,3550,2,-90,-2.47,3725,3725,3520,3251,11682460,30565500000,8610000,STK
051630,KR7051630002,진양화학,KOSPI,,1437,1,12,0.84,1410,1449,1407,56412,80691146,30464400000,21200000,STK
023150,KR7023150006,MH에탄올,KOSPI,,4105,2,-15,-0.36,4120,4160,4090,1056,4347145,30288849230,7378526,STK
002690,KR7002690006,동일제강,KOSPI,,1484,1,5,0.34,1487,1496,1483,4094,6103501,30125734240,20300360,STK
009810,KR7009810003,MDS스피어,KOSPI,,1908,3,0,0.0,1890,1910,1855,6490,12323533,30050240616,15749602,STK
036420,KR7036420008,콘텐트리중앙,KOSPI,,1557,1,14,0.91,1543,1561,1525,17278,26577994,29991413556,19262308,STK
003680,KR7003680006,한성기업,KOSPI,,4820,1,135,2.88,4710,4875,4685,100766,483519165,29929862300,6209515,STK
024070,KR7024070005,WISCOM,KOSPI,,1937,2,-5,-0.26,1942,1956,1936,10785,20934563,29687310406,15326438,STK
357430,KR7357430008,마스턴프리미어리츠,KOSPI,,970,1,10,1.04,960,977,952,34324,33159631,29590147790,30505307,STK
001380,KR7001380005,SG글로벌,KOSPI,,1308,1,6,0.46,1302,1319,1290,23114,30169651,29406548868,22482071,STK
006570,KR7006570006,대림통상,KOSPI,,1924,1,64,3.44,1851,1994,1850,61118,117140859,29292900000,15225000,STK
088790,KR7088790001,진도,KOSPI,,2340,2,-75,-3.11,2400,2415,2330,63294,149778017,29127720960,12447744,STK
118000,KR7118000009,메타케어,KOSPI,,1315,1,2,0.15,1328,1333,1259,32294,41529329,29003357275,22055785,STK
014130,KR7014130009,한익스프레스,KOSPI,,2450,1,5,0.2,2465,2465,2400,14383,34788765,28953813350,11817883,STK
003060,KR7003060001,에이프로젠바이오로직스,KOSPI,,1810,1,83,4.81,2245,2245,1801,8053327,16923345915,28940663770,15989317,STK
025890,KR7025890005,한국주강,KOSPI,,2570,1,5,0.19,2565,2570,2540,6078,15506895,28641663120,11144616,STK
465770,KR7465770006,STX그린로지스,KOSPI,,3750,2,-70,-1.83,3810,4470,3750,4795337,19667250495,27068925000,7218380,STK
006490,KR7006490007,프리티,KOSPI,,898,0,0,0.0,0,0,0,0,0,26560346254,29577223,STK
071950,KR7071950000,코아스,KOSPI,,1835,2,-2,-0.11,1819,1850,1753,26389,47633212,26532622825,14459195,STK
005110,KR7005110002,한창,KOSPI,,1254,0,0,0.0,0,0,0,0,0,26467434378,21106407,STK
030720,KR7030720007,동원수산,KOSPI,,5590,1,60,1.08,5480,5670,5480,32428,181528150,26014769950,4653805,STK
004870,KR7004870002,티웨이홀딩스,KOSPI,,1141,1,3,0.26,1138,1160,1129,47368,53997903,25823908418,22632698,STK
005360,KR7005360003,모나미,KOSPI,,1353,1,26,1.96,1328,1399,1310,293994,399805222,25568056371,18897307,STK
002070,KR7002070001,비비안,KOSPI,,5180,1,525,11.28,4830,5250,4595,126643,629212419,24873324000,4801800,STK
009310,KR7009310004,참엔지니어링,KOSPI,,5330,0,0,0.0,0,0,0,0,0,23329484620,4377014,STK
093240,KR7093240000,형지엘리트,KOSPI,,373,2,-10,-2.61,382,382,368,354274,132055116,22898566607,61390259,STK
000040,KR7000040006,KR모터스,KOSPI,,1310,2,-91,-6.5,1387,1439,1300,98795,133918830,22630297160,17275036,STK
004270,KR7004270005,남성,KOSPI,,4940,1,5,0.1,4950,5010,4900,7376,36736750,22527032320,4560128,STK
001420,KR7001420009,태원물산,KOSPI,,2790,2,-90,-3.13,2870,3030,2610,97199,270700735,21204000000,7600000,STK
012170,KR7012170007,아센디오,KOSPI,,2845,2,-130,-4.37,2975,2985,2775,29759,84815930,20759171245,7296721,STK
002820,KR7002820009,SUN&L,KOSPI,,1701,1,2,0.12,1682,1830,1653,215973,376892996,20519510004,12063204,STK
015020,KR7015020001,이스타코,KOSPI,,928,0,0,0.0,0,0,0,0,0,19883142400,21425800,STK
001770,KR7001770007,SHD,KOSPI,,15830,1,730,4.83,14940,16040,14540,16397,254706205,19231518740,1214878,STK
002360,KR7002360006,SH에너지화학,KOSPI,,1604,2,-14,-0.87,1640,1640,1600,11512,18519079,17825850292,11113373,STK
008600,KR7008600009,윌비스,KOSPI,,2620,0,0,0.0,0,0,0,0,0,17615839860,6723603,STK
009440,KR7009440009,KC그린홀딩스,KOSPI,,756,0,0,0.0,0,0,0,0,0,17568790596,23239141,STK
006200,KR7006200000,한국전자홀딩스,KOSPI,,1788,1,40,2.29,1748,1789,1721,39149,68831246,16736801076,9360627,STK
011090,KR7011090008,에넥스,KOSPI,,1278,1,38,3.06,1240,1494,1240,1495964,2033632220,15153315012,11857054,STK
024890,KR7024890006,대원화성,KOSPI,,1747,1,28,1.63,1700,1785,1661,61932,106260492,14412453010,8249830,STK
044380,KR7044380004,주연테크,KOSPI,,1009,2,-76,-7.0,1075,1109,979,352490,371713008,14021382844,13896316,STK
015260,KR7015260003,에이엔피,KOSPI,,271,2,-8,-2.87,279,293,270,535411,147310359,12768678274,47116894,STK
145210,KR7145210001,다이나믹디자인,KOSPI,,2240,0,0,0.0,0,0,0,0,0,9461011840,4223666,STK
